,date,title,score
264,2024-06-07,Nvidia Stock Split Explained #nvidia #money #shorts,0.9986579418182373
265,2024-06-07,"Profits of SCCO, MIR, NVDA",0.9907338619232178
266,2024-06-07,mere aage koi nii tikk sakta ? #shorts #trending #freefire #white444,0.995820164680481
267,2024-06-07,NVDA (NVIDIA) STOCK SPLIT!!!,0.9992653727531433
268,2024-06-07,$SPY $NVDA Live Trading with Powerful Indicators June 6,0.825037956237793
269,2024-06-08,What No One Is Telling You About the Nvidia Stock Split,0.9992765784263611
270,2024-06-08,Analyst Makes INSANE Nvidia $6 TRILLION Forecast,0.9861186742782593
271,2024-06-08,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
272,2024-06-08,NVDA&#39;s stock split takes effect on Monday. Are you buying? Or waiting for a dip? #NVDA #stockmarket,0.9983854293823242
273,2024-06-08,NVDA Nvidia After the Split,0.8959779739379883
274,2024-06-08,NVDA Stock NEXT WEEK ALERT! (buy?) NVDA best stock trading broker review,0.9711133241653442
275,2024-06-08,"NVDA Nvidia Stock Analysis, Stock Split 10/1 June 10th!",0.9968569278717041
276,2024-06-08,87)Non AI stocks rocket up faster than AI stocks. How NVDA+TSM make a Silicon Shield of war@20240609,0.8417795300483704
277,2024-06-08,Why Isn&#39;t NVDA in QMOM?,0.9985217452049255
278,2024-06-08,Nvidia&#39;s Unstoppable Rise $NVDA $2000 ?,0.9882888793945312
279,2024-06-08,NVDA Stock Investors| Lock in Your Profits | Dangerous Time Ahead,0.5305576920509338
280,2024-06-08,NVIDIA STOCK BYE BYE $1000!!! #NVDA #NVIDIA,0.9869112968444824
281,2024-06-08,Best upgrade for a slow #laptop is an SSD! #tech #technology #shorts #pc,0.9685136079788208
282,2024-06-08,HOW NVDA stock split will affect your wallet,0.9982768297195435
283,2024-06-08,NVDA split historically,0.9754149913787842
284,2024-06-08,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
285,2024-06-08,NVDA CALL $286k up 464%!!,0.9920828342437744
286,2024-06-08,MASSIVE SHORT BET ON NVDA,0.9957113265991211
287,2024-06-08,OGTV Ep. 138 | Exploring #NDX &amp; #NVDA | 6.7.24,0.9060980677604675
288,2024-06-08,Stock Broadcast 6/7/24 Winner is NVDA,0.996755063533783
289,2024-06-08,Ai video translation test 3 #ai #animation #art #growth #nvda,0.994770348072052
290,2024-06-08,Nvidia and AI Dominate Stan Druckenmiller&#39;s Portfolio #nvidia #stockinvesting #ai,0.9956822395324707
291,2024-06-08,Weekly NVDA Options #stocks #shorts #trading #finance #financialfreedom,0.9732784628868103
292,2024-06-08,Embrace AI or Fall Behind - NVIDIA CEO&#39;s Warning,0.8221738934516907
293,2024-06-08,Individual stocks! #NVDA #HOOD #META #TSM #MTN #SPACE #DOCU,0.9921485185623169
294,2024-06-08,How to Change NVDA Screen Reader Settings,0.898830771446228
295,2024-06-08,"At 20 years old, He Invests $10,000 a Day?!",0.9625656008720398
296,2024-06-08,Day Trading Vlog Day 34: $AMC CALLS / $NVDA SHORTS,0.9987514019012451
297,2024-06-08,"Some investors are betting against Nvidia, anticipating an AI bubble burst.  #sysadmin",0.9793155193328857
298,2024-06-08,Pre-Market Prep: $GME $NVDA $AEHR $NVAX $GLD and more...,0.9973180890083313
299,2024-06-08,Market Recap - June 8th 2024 - #GLD #USO #TLT #QQQ #NVDA #TSLA #ARKK #AI,0.9918791055679321
300,2024-06-08,Crushing It With Weekly NVDA Options!,0.9982122182846069
301,2024-06-08,Nvidia Takes #2 Spot!,0.9956047534942627
302,2024-06-08,3RD JUNE STOCK MARKET  UPDATE  $QQQ $SPY $NVDA $MSFT,0.9952883720397949
303,2024-06-08,5TH JUNE STOCK MARKET $QQQ $SPY $NVDA $LULU,0.9939616322517395
304,2024-06-09,Nvidia (NVDA) Stock Splits. Crash or Boom?,0.9994851350784302
305,2024-06-09,Wells Fargo GOES ALL IN on Nvidia Stock After NEW Announcement,0.9961304664611816
306,2024-06-09,NVDA Stock ANALYSIS ALERT! (CRAZY buy?) NVDA best stock trading broker review,0.9931690692901611
307,2024-06-09,I Have To Call It: The AI Stock Market Bubble Will End Ugly...,0.9998199343681335
308,2024-06-09,NVDA SMCI PLTR AMD...Which One To Invest More,0.9933750033378601
309,2024-06-09,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
310,2024-06-09,"Decode Nvidia&#39;s Stock Split, The Zen of Smart Investment Moves - NVDA stock analysis",0.9979040622711182
311,2024-06-09,"Best Day to DCA $BTC, Swing Rotations, $NVDA Split Strategy",0.8650049567222595
312,2024-06-09,"NVIDIA Stock Price Analysis | Top Levels To Watch for Monday, June 10th,  2024",0.8251900672912598
313,2024-06-09,$NVDA NVIDIA Options Trading +146% or $14K profits in a month with limited risks,0.9890416264533997
314,2024-06-09,NVDA&#39;s Secret Weapon: Comprehensive Stock Analysis &amp; Predictions for Mon - Don&#39;t Get Left Behind!,0.7078053951263428
315,2024-06-09,CPI + FOMC THIS WEEK | NVDA &amp; GME SETUPS ARE PRIME,0.6656338572502136
316,2024-06-09,Why NVDA Stock is Up Big: Key Drivers Work Ethic From CEO  #nvda  #stocks  #billionaire,0.9434921741485596
317,2024-06-09,Navigating $NVDA Stock Split: Best Moves for Future Fortunes!,0.6647708415985107
318,2024-06-09,This is how much money you would have if you invested R1000  in NVIDIA ten years ago.,0.9961687922477722
319,2024-06-09,NVDA After the Split with Vegas and Washboardjim,0.9819037318229675
320,2024-06-09,NVDA Splitting and What to look for in ES Monday,0.9969204664230347
321,2024-06-09,"HOW TO TRADE NVIDIA SPLITS AND BROADCOM EARNINGS! NVDA, AVGO, BROADCOM, INFLATION, GDP, JOBS &amp; MORE!",0.9401212334632874
322,2024-06-09,WEEKLY STOCK WATCHLIST | NVDA Finally Split,0.9992595314979553
323,2024-06-09,"TECH STOCK ANALYSIS (Amazon, Google, Meta, Apple, Tesla, Msft, Nflx, Amd, Nvda ) #tsla #amzn #nvda",0.9933575987815857
324,2024-06-09,PRICE ACTION TRADE IDEAS for SPY NVDA QQQ IWM APPLE AMD TESLA,0.9958019852638245
325,2024-06-09,Market Outlook 3 98.94 NVDA Stock Split!! ASI token update!! Crypto DCA!!!,0.9980852603912354
326,2024-06-09,#stockmarket #trading #forex #stocks #banknifty #nvda #bitcoin #livedaytrading,0.9867016673088074
327,2024-06-09,"Stock Market Weekly Preview : June 10th - 14th, 2024 - $NVDA Price Split and what to do",0.9973660111427307
328,2024-06-09,Exciting news for $NVDA investors!,0.9997604489326477
329,2024-06-09,Trading Justice 582: Dividing to Conquer: The NVDA Split,0.9807338714599609
330,2024-06-09,Day Trading Watchlist - SPY QQQ + NVDA,0.9887933135032654
331,2024-06-09,"NASDAQ Stocks: AAPL, AMZN, NVDA, META, NFLX, GOOGL, MSFT, TSLA, Bitcoin. Elliott Wave",0.9749491810798645
332,2024-06-09,HAFTAYA BAKIS - NVDA SPLIT - CPI VE FOMC CARSAMBA GUNU DOUBLE BOOMERANG,0.9971541166305542
333,2024-06-09,E SE A NVIDIA (NVDC34) PARAR DE SUBIR? O QUE ACONTECE COM O S&amp;P500 E COM O MERCADO DE TECNOLOGIA?,0.9820848107337952
334,2024-06-10,3 AI Stocks to Buy (Better than NVDA?),0.6016602516174316
335,2024-06-10,"Silver, NVDA: Analyzing the Current State of the Market",0.9643646478652954
336,2024-06-10,Nvidia: Here&#39;s why BofA Securities maintains a bullish stance on the stock,0.9974098801612854
337,2024-06-10,NVDA Stock Split Today (What it means),0.9986168146133423
338,2024-06-10,"Goldman Sachs&#39; Luke Barrs on Nvidia: In the short term, we remain very optimistic",0.9939610958099365
339,2024-06-10,NVDA Stock - Nvidia STOCK SPLIT  - Should I buy Nvidia after the stock split?,0.9990668892860413
340,2024-06-10,NVIDIA Stock Price COLLAPSE: What&#39;s REALLY Happening? | NVDA Shares Fall News,0.9995808005332947
341,2024-06-10,"NVIDIA Stock Price Analysis | Top Levels To Watch for Tuesday, June 11th,  2024",0.8939295411109924
342,2024-06-10,Why NVDA Stock Will Continue To Climb,0.9893798232078552
343,2024-06-10,NVDA Stock On The Dip - Buy Buy Buy,0.9879436492919922
344,2024-06-10,"Nvidia is going to take the largest share of AI&#39;s impact on productivity, says Wolfe&#39;s Chris Caso",0.9984476566314697
345,2024-06-10,NVDA Stock Split Launches S&amp;P 500 Higher,0.9458314776420593
346,2024-06-10,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
347,2024-06-10,NVDA Nvidia Price Range Min-Max Analysis,0.9896863102912903
348,2024-06-10,Nvidia Stock Splits 10 for 1: what to do now #nvidia #stocks,0.9977861642837524
349,2024-06-10,Forget NVDA! Is BABA the NEXT BIG THING in AI Stocks?,0.9995267391204834
350,2024-06-10,Keep It Simple And Stick With NVDA Stock,0.611035943031311
351,2024-06-10,"The beauty of the Nvidia stock split is more people can jump in, TECHnalysis president says",0.9913004040718079
352,2024-06-10,"Bullish on NVDA, ARM, FSLR",0.9990129470825195
353,2024-06-10,NVDA Stock Split Price Targets,0.9972131848335266
354,2024-06-10,NVDA STOCK CRAZY ALERT! (buy?) NVDA stock trading broker oanda review,0.994670569896698
355,2024-06-10,NVDA Stock - Nvidia &amp; PLANET LABS PL Stock - GREAT NEWS @MartynLucasInvestorEXTRA,0.8830856680870056
356,2024-06-10,If You Missed The 10X on NVDA and SMCI  - Your Second Chance I Here,0.9392411708831787
357,2024-06-10,Nvidia (NVDA): Now is the time to BUY! #shorts #nvidia #stockmarket,0.9933777451515198
358,2024-06-10,"Why Nvidia (NVDA) did a 10-for-1 stock split | Kim Forrest, Bokeh Capital Partners #shorts",0.9986907839775085
359,2024-06-10,"Trading &amp; Investing: NVDA Split, Macro Data, Technical Analysis, Levels: Stocks, Crypto, Commodities",0.9735007286071777
360,2024-06-10,BUY OR SELL? My thoughts on Nvidia (NVDA) pre-split,0.9959362745285034
361,2024-06-10,So when is it gonna crash? #nvidia #nvda #financebro,0.9971023201942444
362,2024-06-10,Stock Pass of the Day is Nvidia (NVDA)#nvidia #nvda #oakstonemoney #oakstonetradingclub #bigandypope,0.9954023361206055
363,2024-06-10,Hot Trades Live - NVDA Stock -  GME Stock - KITT Stock - BURU Stock - HOVR - DSY - AEMD - AGRI,0.9928922653198242
364,2024-06-10,NVDA Trading After The Split And TSLA Ready For It&#39;s Next Move? | PS60 Process,0.9968332648277283
365,2024-06-10,NVDA Price Prediction and Stock News Update | Investing Alert News,0.8626155257225037
366,2024-06-10,How to Use AI as Your Stock Analyst ($NVDA)??,0.9994516968727112
367,2024-06-10,INCOME MACHINE: Retire on $100K with NVDA,0.9977292418479919
368,2024-06-10,Looking to Generate Cash Trading NVDA? Here&#39;s My Blueprint,0.9987072944641113
369,2024-06-10,"Tao Daily on CNA: Nonfarm Payrolls, the Fed and NVDA",0.971167266368866
370,2024-06-10,Does NVDA look tempting after the stock split?! #financialfreedom #dividends #FYP #FIRE,0.9952894449234009
371,2024-06-10,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
372,2024-06-10,How To Trade NVDA Right Now (77.8% Win Rate),0.6569409966468811
373,2024-06-10,Best Stocks to Buy Now: (NVDA) NVIDIA Stock Analysis For Beginners,0.8333141803741455
374,2024-06-10,NVDA goes up after 1-10 Stock Split,0.995080828666687
375,2024-06-10,When $NVDA hits 1000 dollars/share,0.9976577758789062
376,2024-06-10,"$NVDA versus Other Chipmakers | Kim Forrest, Bokeh Capital Partners #shorts",0.9823326468467712
377,2024-06-11,Nvidia Stock (NVDA) is $120 Per Share (Buy Now or Wait?),0.9926757216453552
378,2024-06-11,"NVDA is a great stock, with one BIG problem.",0.9644784331321716
379,2024-06-11,Oppenheimer raises Nvidia price target to $150,0.9719811081886292
380,2024-06-11,New NVDA Stock Price! - Price To Buy After The 10 to 1 Split,0.9790027737617493
381,2024-06-11,Should You Buy Nvidia Stock Instead of Intel Stock? | NVDA Stock Analysis | Intel Stock Analysis,0.9990525841712952
382,2024-06-11,NVDA: Sustained Outsized Topline Growth,0.9993428587913513
383,2024-06-11,"Fundstrat: Apple, Nvidia, and Tesla should be core portfolio holdings",0.6482749581336975
384,2024-06-11,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
385,2024-06-11,What did NVDA and FFiE have in common today ??? Hint...it&#39;s in the millions !!!!,0.981244683265686
386,2024-06-11,"NVIDIA Stock Price Analysis | Top Levels To Watch for Wednesday, June 12th,  2024",0.902658224105835
387,2024-06-11,Nvidia Stock Splits: Buy or Sell NVDA?,0.99888676404953
388,2024-06-11,DAILY EXPECTED MOVES! Stock Market Live! NVDA. GME Stock. AMC Stock.,0.5338318943977356
389,2024-06-11,Is It Time to Buy NVDA?,0.9987807869911194
390,2024-06-11,What Happens To #$NVDA #nvidiastock  Post Stock Split?,0.9997711777687073
391,2024-06-11,$NVDA NVIDIA YEAR-TO-DATE RETURNS (YTD),0.9911064505577087
392,2024-06-11,NVDA Nvidia Stock Assessment This Week,0.982833743095398
393,2024-06-11,Nvidia Shares Split 10-for-1 #NVIDIA $NVDA #Techtalk #fintech #ai,0.9955483675003052
394,2024-06-11,How Low Will NVDA Stock Go? When Should I Buy NVDA? | Chart Analysis &amp; Predictions,0.9997900128364563
395,2024-06-11,Palantir&#39;s AI Empire: Why Nvidia Needs PLTR Stock,0.9992741942405701
396,2024-06-11,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
397,2024-06-11,NVDA Split,0.9972706437110901
398,2024-06-11,NVDA: time to take profits?,0.9993502497673035
399,2024-06-11,"Warning: Nvidia Stock vs Apple Stock [Buy One, SELL One].",0.9979516863822937
400,2024-06-11,NVDA&#39;s New Price Could Attract New Buyers - Tesla Stuck in a Tight Range,0.9971862435340881
401,2024-06-11,Risk Free NVDA Trade? - *OG TRADE* on NVDA &amp; TSLA,0.9840498566627502
402,2024-06-11,"Month 4 out of 120 - Investing in Nvda &amp; Bitcoin ($22,192)",0.9563779234886169
403,2024-06-11,S&amp;P500 TOP 10 #stocks #smci #nvda #amd #ge #lly #deck #cmg #pg #podd #pgr #stockmarket,0.9671528339385986
404,2024-06-11,$NVDA Post Split Game Plan,0.9986045956611633
405,2024-06-11,Stocks are Gaining Momentum! TSLA / SPY / NVDA / PLTR Analysis!,0.9957618117332458
406,2024-06-11,The Growth of Nvidia: Investing in the Digital Age #shorts #nvda #aistocks,0.9977712631225586
407,2024-06-11,NVDA turning point in the AI ralley #ai #nvda #nvidia #artificialintelligence #stocks #investing,0.9949623346328735
408,2024-06-11,"Ep. 20 - NVDA, AI &amp; Mega Tech, &amp; Tax Deferral Strategies",0.9809343218803406
409,2024-06-11,OGTV Ep. 139 | What&#39;s Next For #NVDA? | 6.10.24,0.9962563514709473
410,2024-06-11,"Nvidia Stock Analysis | Weakness | Nvidia Stock Price Prediction | AMD, ARM, SMCI, MU, AVGO",0.9973975419998169
411,2024-06-11,"NVIDIA Stock Analysis 2024 | NVDA Price Forecast, Technical Breakdown, and Growth Prospects",0.8728055953979492
412,2024-06-11,AAPL wwdc &amp; NVDA split,0.9986373782157898
413,2024-06-11,Nvidia Insider Sells Big: What could this mean for investors? Share your thoughts in the comments b,0.9906941056251526
414,2024-06-11,The Insane Stock Split  Nvidia&#39;s Rise in the AI Boom!,0.9905966520309448
415,2024-06-11,"AI Invidia; NVDA to the Moon | AMD, Oracle Behind | MyWealthSpace",0.9870262742042542
416,2024-06-11,I finally got 1 share of NVDA Let&#39;s keep building wealth,0.9974899291992188
417,2024-06-12,When Should You Sell Nvidia Stock? | NVDA Stock Analysis,0.9988735318183899
418,2024-06-12,Overweight in Apple Stock or Nvidia Stock?   Do THIS NOW!!,0.9991413354873657
419,2024-06-12,NVDA Nvidia Assessment and Prediction,0.9116207361221313
420,2024-06-12,"NVIDIA Stock Price Analysis | Top Levels To Watch for Thursday, June 13th,  2024",0.9057775735855103
421,2024-06-12,Tim&#39;s Trade BEARISH on Nvidia (NVDA),0.9926791191101074
422,2024-06-12,Nvidia (NVDA) Stock Investors Got AMAZING News From Oracle Stock,0.9993249177932739
423,2024-06-12,Here&#39;s The Secret To Knowing When Stocks Will Crash,0.9946044087409973
424,2024-06-12,Best Stocks to Buy Now: (NVDA) NVIDIA Stock Analysis For Beginners,0.8333141803741455
425,2024-06-12,Nvidia Stock Is About To Surge! $NVDA Stock Price Predictions!,0.9462558031082153
426,2024-06-12,How I made 300$ trading Nvda part 1 #trading #stockmarket,0.9918032288551331
427,2024-06-12,Nvidia (NVDA) Stock Analysis: Is it Still a Strong Buy?,0.9944679737091064
428,2024-06-12,New NVDA Stock Price! - Price To Buy After The 10 to 1 Split #shorts,0.9957762360572815
429,2024-06-12,stock analysis of NVDA 1,0.9955244064331055
430,2024-06-12,stock analysis of NVDA 2,0.9960259199142456
431,2024-06-12,NVDA part 2 #stockmarketanalysis #trading #investing #nvda #optionstrading #OPTIONS #optionstrategy,0.9837839007377625
432,2024-06-12,"High Quality Trade #8 Spy, Nvda, Nflx, Goog and Tsla",0.9977402687072754
433,2024-06-12,New NVDA Stock Price! - Price To Buy After The 10 to 1 Split Nvidia stock #shorts,0.9935830235481262
434,2024-06-12,NVDA 4 TRILLION CONFIRMED.,0.8215532302856445
435,2024-06-12,Unlocking The Secrets Of NVDA Options Trading Volume!,0.9990164041519165
436,2024-06-12,The Market Looks Insane! TSLA / SPY / NVDA / PLTR Analysis!,0.9992102384567261
437,2024-06-12,"Nvidia Stock Analysis | Broadcom Bringing New Moves? AMD, ARM, SMCI, MU, AVGO, QQQ &amp; SPY",0.9852355718612671
438,2024-06-12,stock analysis of NVDA,0.9950904846191406
439,2024-06-12,Making money on Stock Splits (NVDA) with Tom Gentile,0.991534411907196
440,2024-06-12,Dan Ives Makes INSANE Apple Stock FORECAST After WWDC,0.9871311783790588
441,2024-06-12,What Happened to Nvidia&#39;s Stock???,0.9997376799583435
442,2024-06-12,"Broadcom shares jump on earnings, announces 10-for-1 forward stock split",0.9705886244773865
443,2024-06-12,$125.20 NVDA $129.61 | $213.07 AAPL $ 214.24 | $140.38 ORCL 139.85  | $34.75 EXC $35.41,0.9847359657287598
444,2024-06-12,Post-Split Nvidia: Analyst Predictions and Future Growth Prospects,0.7743766903877258
445,2024-06-12,These 3 Stocks Are Larger Than China #spy #spx #msft #nvda #aapl,0.973170816898346
446,2024-06-12,NVDA After The Split Technical Analysis,0.9914824962615967
447,2024-06-12,"Top 10 Stocks For June 13, 2024 ( $DDC, $GDHG, $GME, $NVDA, $BMR, and more! )",0.9316834807395935
448,2024-06-12,Day Trading Vlog Day 36: Live Trading $AMD $SPY $NVDA / Recap / Swing Trade Idea ?,0.9984416365623474
449,2024-06-12,Chartpattern Trading | Nifty Live Trading | Stock | #shorts #trading,0.9601932168006897
450,2024-06-12,What Does NVIDIA Stock Split $NVDA Mean For Traders? | LIVE TRADING 6/11/24,0.9986053109169006
451,2024-06-12,Jerome Powell FOMC Rate Decision LIVE $GME $NVDA $AAPL  $TSLA $SPY $QQQ,0.9962007403373718
452,2024-06-12,[06/12/2024] Stock Market  ATH!!!!!!!!!!   $AAPL $NVDA $GME $AMC,0.9954531192779541
453,2024-06-12,Why Did NVIDIA Split? Unpacking the Stock Move! #nvidia,0.9993163347244263
454,2024-06-12,Crushing It With Weekly NVDA Options #stocks #youtube  #trading #optionstrading #beginner,0.9985596537590027
455,2024-06-12,Source: Bloomberg #finance #financialeducation #investment #stocks #stockmarket #nvidia #apple,0.9560372233390808
456,2024-06-13,Dan Ives Left the whole world Speechless From His Nvidia 2024 Predictions,0.989495575428009
457,2024-06-13,3 SIMPLE Option Strategies to PLAY Nvidia! | VectorVest,0.9441131949424744
458,2024-06-13,"Bullish on HPE, SMCI, NVDA",0.9991471767425537
459,2024-06-13,Nvidia Corp (NVDA) FAST Graphs Stock Analysis #shorts,0.9972822666168213
460,2024-06-13,"NVIDIA Stock Price Analysis | Top Levels To Watch for Friday, June 14th,  2024",0.9172040820121765
461,2024-06-13,Nvidia (NVDA) Stock Investors Got AMAZING News From Broadcom AVGO Stock,0.9992148876190186
462,2024-06-13,Sell Nvidia Now? Critical Analysis for Investors - NVDA stock analysis,0.9930851459503174
463,2024-06-13,Nvidia Stock Analysis: From PC Gaming to Artificial Intelligence (AI) Domination | NVDA Stock News,0.9853380918502808
464,2024-06-13,Nvidia&#39;s Explosive Growth: From AI Prodigy to Market Titan | Why NVDA Stock is a Must-Buy!,0.9982681274414062
465,2024-06-13,CPI &amp; Mr. Powell Speech VS NVDA Stock,0.9611359238624573
466,2024-06-13,"NVDA Stock Price forecast 2024-2027 by analysts +377,000% since IPO. The best STOCK ever?",0.9994489550590515
467,2024-06-13,"Nvidia Stock Still Has Room To Run, Analysts Say #Nvidia#NVDA#StockMarket",0.9992541670799255
468,2024-06-13,Two Key Features to Look for in an AI Laptop,0.8149174451828003
469,2024-06-13,This is a Technical Top Signal! TSLA / SPY / NVDA / PLTR Analysis!,0.9979466795921326
470,2024-06-13,Is NVDA going to $200?,0.995806097984314
471,2024-06-13,#106 +118.433 shares of NVDA,0.6306746602058411
472,2024-06-13,Pump and Fade #$GME #$NVDA #$AAPL  #$TSLA #$SPY #$QQQ,0.9976569414138794
473,2024-06-13,"High Quality Trade #10 SPY, NVDA, NFLX, GOOG, TSLA!",0.9928526282310486
474,2024-06-13,Nvidia Stock Split: What to Expect and How to Profit #shorts #nvda #aistocks,0.9991011619567871
475,2024-06-13,$NVDA YTD Returns #Profits #Investing #Trading,0.9724456667900085
476,2024-06-13,June 12 FOMC Powell Speech $SPY $NVDA Live Trading with Powerful Indicators,0.9877861738204956
477,2024-06-13,Nvidia&#39;s Stock Surge: Analysts Predict More Growth!,0.6134608387947083
478,2024-06-13,WILL NVDA BE THE FIRST COMPANY TO HIT A 4 TRILLION MARKET CAP!!!!!,0.9962144494056702
479,2024-06-13,INSIDERS SELL. RETAIL HOLDS THE BAG. AMC. GME. NVDA. SPY. QQQ. Stock Market Crash.,0.9975578784942627
480,2024-06-13,NVDA IS A TRAP BY THE MARKET..?,0.9995904564857483
481,2024-06-13,June 12 FOMC Powell Speech $SPY $NVDA Live Trading with Powerful Indicators,0.9877861738204956
482,2024-06-13,"Ask A.I. - Nvidia Stock Forecast | June 12, 2024",0.9919599890708923
483,2024-06-13,"Top 10 Stocks For June 14, 2024 ( $LGVN, $ZAPP, $NVDA, $AMC, $GME, and more! )",0.9454677700996399
484,2024-06-13,$NVDA is still pumping after the split #trading #news #stocks #investing #techcompany #AI,0.9880763292312622
485,2024-06-13,Tech Stocks Remain On Fire! #shorts #stocks #investing #stockmarket #finance #nvda #nvidia #apple,0.9486714005470276
486,2024-06-13,What&#39;s an #ETF that has exposure to all the major #tech names? #nvda #google #meta #amzn,0.5524826645851135
487,2024-06-13,Day Trading Vlog Day 37: LOSS on $NVDA swing / Live Market Trading,0.9985876083374023
488,2024-06-13,6-13-2024 $QQQ $SPY $DIA $IWM $TLT $GLD $OIL $TSLA $NVDA,0.9969968795776367
489,2024-06-14,The Numbers Every Nvidia Stock Investor Should Know | NVDA Stock Analysis,0.9896060228347778
490,2024-06-14,&quot;I&#39;m buying as much Nvidia stock as I can before they announce this.&quot; - Cathie Wood,0.9987699389457703
491,2024-06-14,"Thin Markets Driven By Tech Bubble, NVDA &amp; AAPL At The Wheel",0.9996217489242554
492,2024-06-14,Will Nvidia Take Charge of Big Tech? | Presented by CME Group,0.9928881525993347
493,2024-06-14,Palantir Just DESTROYED Nvidia With An Even Better Computer!!,0.9982454776763916
494,2024-06-14,"With Market Breadth Lacking, There Will Be Pullback, NVDA &amp; AAPL Are Key Drivers",0.9965961575508118
495,2024-06-14,Nvidia Stock and Super Micro Stock Dominate -- NVDA Stock SMCI Stock,0.9940339922904968
496,2024-06-14,Nvidia Stock Split Explained: Is It Time to Buy?,0.9986500144004822
497,2024-06-14,Is AMD the Next Big Thing After NVDA,0.9862802028656006
498,2024-06-14,NVDA Nvidia Price Assessment And Prediction,0.9645023941993713
499,2024-06-14,What is Trading and How to Earn Money (NVDA): NVIDIA Stock Technical Analysis For Beginners,0.9811316728591919
500,2024-06-14,"Top 10 Stocks For June 17, 2024 ( $KAVL, $NVDA, $SVMH, $KITT, $LGVN, and more! )",0.9405803084373474
501,2024-06-14,Is AMD the Next Big Thing After NVDA,0.9862802028656006
502,2024-06-14,Making $137 Trading NVDA | Trade Recap,0.981404185295105
503,2024-06-14,$14900 Robinhood Portfolio Update | Nvidia $NVDA Call Options,0.9786423444747925
504,2024-06-14,Stock Market Predictions: &quot;The Mantra&quot; NVDA Nvidia / GME GameStop Continuation Buying Strategy.,0.997751772403717
505,2024-06-14,"Why I Keep Buy NVDA ? If Nvidia enters into partnership with Cisco and  Nvidia joins the Dow Jones,",0.9979210495948792
506,2024-06-14,"It Started: Nvidia Stock $120 To $1,200 Per Share Rocket Ship | Do This NOW",0.9970139265060425
507,2024-06-14,Sell All Your BABA Shares! Go Buy TSLA and NVDA Now!,0.9731700420379639
508,2024-06-14,Billionaire Are Selling NVDA &amp; Buying This A.I Stock Instead!,0.9963990449905396
509,2024-06-14,"Nvidia Stock Analysis | No Bears In Sight | AMD, ARM, SMCI, MU, AVGO, QQQ &amp; SPY",0.9989714622497559
510,2024-06-14,Is Broadcom (AVGO) The Next Nvidia (NVDA)?? 10 to 1 Stock Split Coming Soon! Here&#39;s How to Trade It!,0.9991865754127502
511,2024-06-14,Is AVGO The Next NVDA - What To Do?!,0.9971336126327515
512,2024-06-14,$NVDA you heard me. LOL. 6-14-2024 What is coming for the price of this stock over the next 2-3 day,0.9967790246009827
513,2024-06-14,QQQ Going To Reject Soon?!? - apple tesla meta msft dxy dow nvda 10 year charts to the stock market,0.9991534948348999
514,2024-06-14,Hawkeye WideBar Defining BOTH Support and Resistance - NVDA,0.8066428303718567
515,2024-06-14,Stock Broadcast 6/14/2024 NVDA winner but watch out for VXRT,0.9961508512496948
516,2024-06-14,The Next Computing Revolution  Introducing Blackwell Ultra | Howie Lim,0.9265268445014954
517,2024-06-14,Should Investors Go All In On Nvidia? | Market Mondays,0.9981281161308289
518,2024-06-14,NVIDIA BREAKS $3 TRILLION,0.9928230047225952
519,2024-06-14,CPBTF Mini: NVDA As Long-Term Investment Post-Split,0.9949087500572205
520,2024-06-14,"Hot Stocks: $KAVL, $SVMH, $LRHC, $FOXO, $LGVN, $ADBE, $AVGO, $NVDA, - RICH TV",0.9939666986465454
521,2024-06-14,Weekly Options with NVDA #stocks #youtube  #trading #optionstrading #beginner,0.9776476621627808
522,2024-06-15,"I don&#39;t want to be oblivious to Nvidia&#39;s massive run, says Jim Cramer",0.8882628679275513
523,2024-06-15,NVDA Nvidia SMCI Assessment And Prediction,0.9776329398155212
524,2024-06-15,Why Is Nvidia Stock Soaring? | NVDA Stock Analysis,0.9992157220840454
525,2024-06-15,Too Late To BUY Nvidia (NVDA) Stock For MASSIVE Gains?! | NVDA Stock Analysis! |,0.9990754127502441
526,2024-06-15,NVDA Stock: (NVIDIA stock) NVDA STOCK Prediction NVDA STOCK Analysis NVDA STOCK NEWS TODAY $NVDA,0.9945301413536072
527,2024-06-15,What To Do With NVDA Stock,0.9972766041755676
