,date,stock,contents,sent,score
213,2024-07-30 02:22:52,APPL,Apple TV is INCREDIBLE when you know how to use it! (Tutorial &amp; TVOS 17),POSITIVE,0.9997346997261047
214,2024-07-30 02:22:52,APPL,Apples &amp; Bananas | Silly Song For Kids | Super Simple Songs,POSITIVE,0.9812811017036438
215,2024-07-30 02:22:52,APPL,I Spent 24 Hours Wearing Apple’s Vision Pro Headset | WSJ,NEGATIVE,0.9875485897064209
216,2024-07-30 02:22:52,APPL,WWDC 2024 Recap: Is Apple Intelligence Legit?,NEGATIVE,0.9975188970565796
217,2024-07-30 02:22:52,APPL,iOS 18 Apple CarPlay | 10 NEW FEATURES!,POSITIVE,0.9847962856292725
218,2024-07-30 02:22:52,APPL,Blippi Visits an Apple Factory | Healthy Eating Videos For Kids | Educational Videos For Toddlers,NEGATIVE,0.6522341370582581
219,2024-07-30 02:22:52,APPL,Apples &amp; Bananas + More | Kids Songs | Super Simple Songs,POSITIVE,0.9969660639762878
220,2024-07-30 02:22:52,APPL,iPhone 15 Precision Finding | Find Your Friends | Apple,POSITIVE,0.9755839109420776
221,2024-07-30 02:22:52,APPL,"ABC Phonic Song - Toddler Learning Video Songs, A for Apple, Nursery Rhymes, Alphabet Song for kids",NEGATIVE,0.9017260670661926
222,2024-07-30 02:22:52,APPL,Apple CarPlay is AWESOME when you know how to use it! (FULL Tutorial),POSITIVE,0.9997900128364563
223,2024-07-30 02:22:52,APPL,iPhone 17 Slim - Apple&#39;s BIGGEST Change to iPhone Yet!,POSITIVE,0.9617775082588196
224,2024-07-30 02:22:52,APPL,I Bought EVERY Samsung vs Apple Products,NEGATIVE,0.9629461169242859
225,2024-07-30 02:22:52,APPL,You&#39;ve Been Using Apple TV WRONG! Best Features and Tips,NEGATIVE,0.9995531439781189
226,2024-07-30 02:22:52,APPL,Crush! | iPad Pro | Apple,NEGATIVE,0.9926660656929016
227,2024-07-30 02:22:52,MSFT,"AAPL, AMZN, META, MSFT: What&#39;s the A.I. Play?",NEGATIVE,0.9964311122894287
228,2024-07-30 02:22:52,MSFT,29TH  JULY STOCK MARKET LIVE $SPX  $QQQ $SPY $MSFT $MCD $AMD,NEGATIVE,0.9938638210296631
229,2024-07-30 02:22:52,MSFT,MICROSOFT - Stock Price Prediction (MSFT),NEGATIVE,0.9792739152908325
230,2024-07-30 02:22:52,MSFT,"SP500 &amp; NASDAQ: AAPL, AMZN, NVDA, META, NFLX, GOOGL, MSFT, TSLA, Bitcoin. Elliott Wave Analysis",NEGATIVE,0.9823118448257446
231,2024-07-30 02:22:52,MSFT,"Brace Yourself: Powell + Mag 7 Earnings 👀! $AAPL, $MSFT, $META &amp; $AMZN Report!",NEGATIVE,0.9946547746658325
232,2024-07-30 02:22:52,MSFT,Should Investors Buy Microsoft Stock Before July 30? | MSFT Stock Analysis,NEGATIVE,0.9983773231506348
233,2024-07-30 02:22:52,MSFT,Microsoft Stock - Did I Call The Top For 2024? MSFT Stock Prediction,NEGATIVE,0.9953215718269348
234,2024-07-30 02:22:52,MSFT,Stock Market Analysis at the Mall | Earnings Next Week 🚀 | #SPY #MSFT #AAPL #QQQ #TSLA #NVDA #МЕТА,NEGATIVE,0.9938219785690308
235,2024-07-30 02:22:52,MSFT,Is Microsoft Stock a Buy Now!? | Microsoft (MSFT) Stock Analysis! |,NEGATIVE,0.9917771816253662
236,2024-07-30 02:22:52,MSFT,Warren Buffett: Microsoft Stock Can Still Make You Rich (MSFT),POSITIVE,0.9979421496391296
237,2024-07-30 02:22:52,MSFT,How I Made $700 Off Of MSFT Puts,NEGATIVE,0.9978935122489929
238,2024-07-30 02:22:52,MSFT,Is Microsoft Stock a Buy Now!? | Microsoft (MSFT) Stock Analysis! |,NEGATIVE,0.9917771816253662
239,2024-07-30 02:22:52,MSFT,Microsoft (MSFT) FAST Graphs Stock Analysis #shorts,NEGATIVE,0.99788898229599
240,2024-07-30 02:22:52,MSFT,"🔥 MONDAY PREDICTION!!! TSLA, SPY, ES, QQQ, AAPL, NVDA, COIN, BTC, META, MSFT, &amp; AMZN PREDICTIONS! 🚀",NEGATIVE,0.9861869812011719
241,2024-07-30 02:22:52,MSFT,MSFT Price Volatility Ahead? Expert Analysis and Wednesday Predictions – Stay Informed,POSITIVE,0.9826631546020508
242,2024-07-30 02:22:52,MSFT,$183 Million MSFT Options Trading Microsoft Stock Above $500/Share?,NEGATIVE,0.9819723963737488
243,2024-07-30 02:22:52,MSFT,29TH -3 JULY STOCK MARKET LIVE $SPX  $QQQ $SPY $MSFT $MCD $AMD,NEGATIVE,0.9937242865562439
244,2024-07-30 02:22:52,MSFT,"MSFT, ROKU, RTX: Stocks to Watch &amp; Technical Trends",NEGATIVE,0.9854850172996521
245,2024-07-30 02:22:52,MSFT,TroyBoi - Do You? (msft Remix),NEGATIVE,0.8700841069221497
246,2024-07-30 02:22:52,MSFT,Microsoft (MSFT) is the Best Positioned for A.I. Monetization,POSITIVE,0.9966717958450317
247,2024-07-30 02:22:52,MSFT,msft. - pon de replay,NEGATIVE,0.9925050735473633
248,2024-07-30 02:22:52,MSFT,Microsoft Stock (MSFT) 12-Month Forecast (2024),NEGATIVE,0.9550194144248962
249,2024-07-30 02:22:52,MSFT,I Update My Buy Recommendation for Microsoft Stock | MSFT Stock Analysis | Is Microsoft Stock a Buy?,NEGATIVE,0.9980729818344116
250,2024-07-30 02:22:52,MSFT,Insight into MSFT Earnings!,POSITIVE,0.9982709884643555
251,2024-07-30 02:22:52,MSFT,Best AI Stocks: Nvidia Stock vs. Microsoft Stock | NVDA Stock Analysis | MSFT Stock Analysis,POSITIVE,0.9927560687065125
252,2024-07-30 02:22:52,MSFT,Investing $10k Into Microsoft (MSFT) 💰,NEGATIVE,0.9449012279510498
253,2024-07-30 02:22:52,NVDA,NVDA Stock | Everything You Need To Know,NEGATIVE,0.9918010830879211
254,2024-07-30 02:22:52,NVDA,Nvidia Stock NEEDS These Earnings To Do GOOD! NVDA Stock,NEGATIVE,0.9990817308425903
255,2024-07-30 02:22:52,NVDA,"NVIDIA Stock Price Analysis | Top $NVDA Levels To Watch for Monday, July 29th,  2024",NEGATIVE,0.699537992477417
256,2024-07-30 02:22:52,NVDA,"CNBC On NVIDIA, NVIDIA Stock, Semiconductor Stocks - NVDA Update",NEGATIVE,0.9745912551879883
257,2024-07-30 02:22:52,NVDA,⚠️WATCH BEFORE MONDAY 9.30am!! #PLTR #SOFI #PYPL #TSLA #NIO #NVDA #SPY #QQQ,NEGATIVE,0.9911847710609436
258,2024-07-30 02:22:52,NVDA,Should Nvidia be Looking Out for Alphabet? | NVDA Stock Analysis | GOOG Stock Analysis,NEGATIVE,0.9991474151611328
259,2024-07-30 02:22:52,NVDA,"🔥 MONDAY PREDICTION!!! TSLA, SPY, ES, QQQ, AAPL, NVDA, COIN, BTC, META, MSFT, &amp; AMZN PREDICTIONS! 🚀",NEGATIVE,0.9861869812011719
260,2024-07-30 02:22:52,NVDA,Cramer’s Mad Dash: Nvidia,NEGATIVE,0.7457096576690674
261,2024-07-30 02:22:52,NVDA,NVDA BIG WINNER - STOCK MARKET BOTTOM IN? NEW AMZN PLAN! Technical Analysis Fibonacci SP500 TSLA,NEGATIVE,0.999560534954071
262,2024-07-30 02:22:52,NVDA,"Cramer Today On NVIDIA, Jensen Huang &amp; NVIDIA Stock - NVDA Update",NEGATIVE,0.9863907098770142
263,2024-07-30 02:22:52,NVDA,Nvidia Stock Investors Got Great News from Tesla | NVDA Stock Analysis | TSLA Stock Analysis,POSITIVE,0.9968068599700928
264,2024-07-30 02:22:52,NVDA,"NVDA Nvidia Stock Analysis, Support or More Downside?!",NEGATIVE,0.9987680315971375
265,2024-07-30 02:22:52,NVDA,Why Is Nvidia Stock Crashing and is it a Buying Opportunity? | NVDA Stock Analysis,NEGATIVE,0.9996122717857361
266,2024-07-30 02:22:52,NVDA,IT&#39;S TIME! I&#39;m SELLING Nvidia Stock (NVDA) to Avoid THESE Mistakes!,NEGATIVE,0.9955827593803406
267,2024-07-30 02:22:52,NVDA,5 Reasons To BUY Nvidia Stock BEFORE July 29th (NVDA🔥META),NEGATIVE,0.9889840483665466
268,2024-07-30 02:22:52,NVDA,NVIDIA Stock: What is setting up next? (NVDA analysis),NEGATIVE,0.9975917339324951
269,2024-07-30 02:22:52,NVDA,What No One Tells You About NVDA Stock,NEGATIVE,0.9981131553649902
270,2024-07-30 02:22:52,NVDA,Why Is Nvidia Stock Crashing And Is It A Great Buying Opportunity? | NVDA Stock Analysis! |,NEGATIVE,0.99919193983078
271,2024-07-30 02:22:52,NVDA,Why Nvidia Stock Could Skyrocket 259% by 2030 | Nvidia Stock | NVDA Stock,NEGATIVE,0.9976321458816528
272,2024-07-30 02:22:52,NVDA,**WATCH BEFORE TUESDAY** TSLA STOCK PRICE &amp; NVDA STOCK PRICE PREDICTION + #TechnicalAnalysis,NEGATIVE,0.979395866394043
273,2024-07-30 02:22:52,NVDA,"Cramer Today On NVIDIA, Jensen Huang, NVIDIA Stock - NVDA Update",NEGATIVE,0.9733048677444458
274,2024-07-30 02:22:52,NVDA,"NVDA Nvidia Stock Analysis, Enough Dip Or More Downside?!",NEGATIVE,0.9993377327919006
275,2024-07-30 02:22:52,NVDA,"Cramer Today On NVIDIA, NVIDIA Stock, Jensen Huang - NVDA Update",NEGATIVE,0.9868789315223694
276,2024-07-30 02:22:52,NVDA,What Tesla &amp; NVDA JUST Said | The Start of a Crash🤔| Do THIS ASAP,NEGATIVE,0.9858980178833008
277,2024-07-30 02:22:52,NVDA,Why Is NVIDIA CRASHING?! | GREAT Time To BUY? | NVDA Stock Analysis! |,NEGATIVE,0.9994818568229675
278,2024-07-30 02:22:52,NVDA,STILL EARLY! Why I&#39;m Buying Nvidia Stock (NVDA) After COMPUTEX 2024!,NEGATIVE,0.9840854406356812
279,2024-07-30 02:22:52,NVDA,"Charles Payne &amp; CNBC Today On NVIDIA, NVIDIA Stock, NVDA Stock - NVDA Update",NEGATIVE,0.9176498651504517
280,2024-07-30 02:22:52,NVDA,My Nvidia Stock Price Prediction For 2025 | NVDA Stock Analysis! |,NEGATIVE,0.9731998443603516
281,2024-07-30 02:22:52,NVDA,"🔥 TESLA STOCK MONDAY PREDICTION!! TSLA, SPY, ES, NVDA, QQQ, AAPL, COIN, AMZN, &amp; META PREDICTIONS! 🚀",NEGATIVE,0.9640186429023743
282,2024-07-30 02:22:52,NVDA,Why Is NVIDIA DOWN?! | GREAT Time To BUY? | NVDA Stock Analysis! |,NEGATIVE,0.9996511936187744
283,2024-07-30 02:22:52,GOOGL,Buy The Dip On Google stock? GOOGL,NEGATIVE,0.9985243678092957
284,2024-07-30 02:22:52,GOOGL,Why You Should Buy Google Stock After Crash | GOOGL Stock 2024,NEGATIVE,0.9980954527854919
285,2024-07-30 02:22:52,GOOGL,Google + Team USA — Dear Sydney,POSITIVE,0.9982219338417053
286,2024-07-30 02:22:52,GOOGL,Google Keynote (Google I/O ‘24),POSITIVE,0.694507360458374
287,2024-07-30 02:22:52,GOOGL,Google I/O 2024: Everything Revealed in 12 Minutes,NEGATIVE,0.8862144947052002
288,2024-07-30 02:22:52,GOOGL,www.google.com,POSITIVE,0.9606142640113831
289,2024-07-30 02:22:52,GOOGL,Google Stock Q2 Earnings Analysis | GOOG GOOGL,NEGATIVE,0.9967503547668457
290,2024-07-30 02:22:52,GOOGL,Google Stock Analysis: Tech Rotation Opening Opportunities? GOOG/GOOGL Stock Review,NEGATIVE,0.9950110912322998
291,2024-07-30 02:22:52,GOOGL,Introducing the Google Pixel 9 Pro,POSITIVE,0.9760109186172485
292,2024-07-30 02:22:52,GOOGL,Google Keynote (Google I/O ‘24) - Audio Described,NEGATIVE,0.5597850680351257
293,2024-07-30 02:22:52,GOOGL,"Bullish on MU, AVGO &amp; Bearish on GOOGL",NEGATIVE,0.9979358911514282
294,2024-07-30 02:22:52,GOOGL,I Oversimplified the Google Logo!,NEGATIVE,0.9990779161453247
295,2024-07-30 02:22:52,GOOGL,NEVER type THIS into Google Translate! (3) #shorts,NEGATIVE,0.999068558216095
296,2024-07-30 02:22:52,GOOGL,www.google.com search,POSITIVE,0.5866221785545349
297,2024-07-30 02:22:52,GOOGL,I Found Very Giant CatNap in Real Life On Google Earth and Google Maps 😱!,POSITIVE,0.9950252175331116
298,2024-07-30 02:22:52,GOOGL,Deepwater&#39;s Gene Munster on why Google will win the AI arms race,NEGATIVE,0.7460249066352844
299,2024-07-30 02:22:52,GOOGL,How Google Turned a 90-Year-Old Train Terminal Into Its New $2.1B Office | WSJ Open Office,NEGATIVE,0.9902588129043579
300,2024-07-30 02:22:52,GOOGL,Google Logo Evolution,POSITIVE,0.9231062531471252
301,2024-07-30 02:22:52,GOOGL,We Bought Alphabet Stock $Googl $Goog,NEGATIVE,0.9979872703552246
302,2024-07-30 02:22:52,GOOGL,OK Google sounds,POSITIVE,0.9960823655128479
303,2024-07-30 02:22:52,GOOGL,"I Google Translated Minecraft Mobs 8,000 Times",NEGATIVE,0.987885594367981
304,2024-07-30 02:22:52,GOOGL,Google Play historical logos,POSITIVE,0.8992639183998108
305,2024-07-30 02:22:52,GOOGL,I Played ALL HIDDEN Google Games..,NEGATIVE,0.9438712000846863
306,2024-07-30 02:22:52,GOOGL,Google — 25 Years in Search: The Most Searched,POSITIVE,0.9981521964073181
307,2024-07-30 02:22:52,GOOGL,Taylor Swift: The most searched songwriter | 25 Years in Search,POSITIVE,0.9992316961288452
308,2024-07-30 02:22:52,GOOGL,Secret GOOGLE HACKS You Can Try Right Now! | CLICKABLE,NEGATIVE,0.9920823574066162
309,2024-07-30 02:22:52,GOOGL,Satisfying Google Logo Art #shorts,POSITIVE,0.9969454407691956
310,2024-07-30 02:22:52,GOOGL,😰I Found a Very Stranger Lips in Real Life On Google Earth! #shorts #findwouldexploring,POSITIVE,0.7364177703857422
311,2024-07-30 02:22:52,GOOGL,Google AI&#39;s Insane Answers,NEGATIVE,0.9875542521476746
312,2024-07-30 02:22:52,AMZN,Should Investors Buy Amazon Stock Before August 1? | AMZN Stock Analysis,NEGATIVE,0.9982082843780518
313,2024-07-30 02:22:52,AMZN,We Tried Most Popular Laptop Gadgets From Amazon!,NEGATIVE,0.9642893671989441
314,2024-07-30 02:22:52,AMZN,My Amazon Stock Price Prediction for 2024 | AMZN Stock Analysis! |,NEGATIVE,0.969122052192688
315,2024-07-30 02:22:52,AMZN,Hightower&#39;s Stephanie Link is bullish on Amazon&#39;s super-charged comeback,NEGATIVE,0.9734209775924683
316,2024-07-30 02:22:52,AMZN,Weirdest Things On Amazon!,NEGATIVE,0.9759913682937622
317,2024-07-30 02:22:52,AMZN,Amazon Prime Day is Making Me Quit My Job,NEGATIVE,0.9996961355209351
318,2024-07-30 02:22:52,AMZN,Expectations for Amazon (AMZN) Prime Day,NEGATIVE,0.994666337966919
319,2024-07-30 02:22:52,AMZN,Here&#39;s why Evercore ISI&#39;s Mark Mahaney favors Amazon,NEGATIVE,0.9558184742927551
320,2024-07-30 02:22:52,AMZN,Why Is Amazon Stock Price Soaring? | AMZN Stock Analysis,NEGATIVE,0.9979860782623291
321,2024-07-30 02:22:52,AMZN,10 Amazon Unique Useful Space Saving Gadgets (Smart Miracles!),POSITIVE,0.9994361996650696
322,2024-07-30 02:22:52,AMZN,Is Amazon (AMZN) the Best Positioned Stock for the A.I. Boom?,POSITIVE,0.9973581433296204
323,2024-07-30 02:22:52,AMZN,Previewing Prime Day: AMZN Growth Prospects are Underappreciated,NEGATIVE,0.9838029146194458
324,2024-07-30 02:22:52,AMZN,"Introducing Amazon Astro – Household Robot for Home Monitoring, with Alexa",POSITIVE,0.9026919603347778
325,2024-07-30 02:22:52,AMZN,Trying 100 Banned Amazon Products!,NEGATIVE,0.996801495552063
326,2024-07-30 02:22:52,AMZN,Animals of Amazon 4K - Animals That Call The Jungle Home | Amazon Rainforest |Scenic Relaxation Film,POSITIVE,0.9896261692047119
327,2024-07-30 02:22:52,AMZN,I Bought EVERYTHING Amazon Recommended I Buy!,POSITIVE,0.9980955719947815
328,2024-07-30 02:22:52,AMZN,TIKTOK MADE ME BUY IT AMAZON MUST HAVES AMAZON FINDS,NEGATIVE,0.9942377805709839
329,2024-07-30 02:22:52,AMZN,I bought 12 BATHROOM GADGETS from Amazon,POSITIVE,0.6065099835395813
330,2024-07-30 02:22:52,AMZN,The 22 BEST AMAZON MUST HAVES of 2024 *so far*,POSITIVE,0.996221661567688
331,2024-07-30 02:22:52,AMZN,How To Set Up Amazon Fire Stick (2022),NEGATIVE,0.9610927700996399
332,2024-07-30 02:22:52,AMZN,How To Shop In Amazon Fresh Grocery: STORE TOUR!,POSITIVE,0.9850022196769714
333,2024-07-30 02:22:52,AMZN,Amazon Echo - SNL,NEGATIVE,0.9880615472793579
334,2024-07-30 02:22:52,AMZN,Amazon Echo Dot 5th gen: NEW Display + Speakers!,POSITIVE,0.951687216758728
335,2024-07-30 02:22:52,AMZN,ONE AMAZON on an ALL BOYS Island!,POSITIVE,0.7364069819450378
336,2024-07-30 02:22:52,AMZN,I Tested Amazon&#39;s LOWEST RATED Art Supplies...big YIKES!,NEGATIVE,0.9996985197067261
337,2024-07-30 02:22:52,AMZN,Inside Amazon’s Meticulous Same-Day Delivery Strategy | WSJ Shipping Wars,POSITIVE,0.8598024249076843
338,2024-07-30 02:22:52,AMZN,Amazon Go - SNL,NEGATIVE,0.9756002426147461
339,2024-07-30 02:22:52,AMZN,I Review Amazon Self Defense Products,NEGATIVE,0.8955074548721313
340,2024-07-30 02:22:52,AMZN,Things That SHOULDN&#39;T Be Sold On Amazon,NEGATIVE,0.9949616193771362
341,2024-07-30 02:22:52,AMZN,Are Amazon Airsoft Guns Useful? #shorts #airsoft,NEGATIVE,0.9971599578857422
342,2024-07-30 02:22:52,META,WARZONE: New BEST TTK META LOADOUT You NEED To Use! (WARZONE 3 Fastest TTK Weapons),POSITIVE,0.9974628686904907
343,2024-07-30 02:22:52,META,MONGOLZ vs 3DMAX - Skyesports Championship 2024 - GRAND FINAL - BO3 - MN cast,NEGATIVE,0.9210748076438904
344,2024-07-30 02:22:52,META,MONGOLZ vs ETERNAL FIRE - Skyesports Championship 2024 - BO3 - MN cast,NEGATIVE,0.9196005463600159
345,2024-07-30 02:22:52,META,Introducing Meta,POSITIVE,0.9980376362800598
346,2024-07-30 02:22:52,META,TOP 5 NEW OVERPOWERED Loadouts in Modern Warfare 3! (META Class Setups),POSITIVE,0.7282631397247314
347,2024-07-30 02:22:52,META,#1 CONTROLLER META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.9910404086112976
348,2024-07-30 02:22:52,META,the EXTREME REBIRTH SUPREME Meta loadout Chall on Warzone Rebirth Island,NEGATIVE,0.9908413887023926
349,2024-07-30 02:22:52,META,The Metaverse and How We&#39;ll Build It Together -- Connect 2021,POSITIVE,0.9991016387939453
350,2024-07-30 02:22:52,META,the NEW #1 META LOADOUT in SEASON 5! 👑 (Modern Warfare 3 Best Class Setups) - MW3,POSITIVE,0.970755398273468
351,2024-07-30 02:22:52,META,Introducing Meta Quest 3 | Coming This Fall,POSITIVE,0.9878391027450562
352,2024-07-30 02:22:52,META,Meta Quest 3 Review - 6 Months Later,NEGATIVE,0.8691993951797485
353,2024-07-30 02:22:52,META,TOP 5 DEMON META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.5923364162445068
354,2024-07-30 02:22:52,META,This is Meta Quest 3,POSITIVE,0.9900957345962524
355,2024-07-30 02:22:52,META,NEW BEST SMG in Warzone Rebirth Island! 👑 (META Loadout),POSITIVE,0.9984544515609741
356,2024-07-30 02:22:52,META,#1 META LOADOUT IN WARZONE! (STG44 &amp; Static HV) MW3,NEGATIVE,0.9950469732284546
357,2024-07-30 02:22:52,META,Meta Quest 3 is Mind Blowing🤯,POSITIVE,0.8699042797088623
358,2024-07-30 02:22:52,META,using CONSOLE DEMON Meta loadouts on Warzone Rebirth Island,NEGATIVE,0.9955273270606995
359,2024-07-30 02:22:52,META,using THE RAREST DEMON Meta on Warzone Rebirth Island,POSITIVE,0.92664635181427
360,2024-07-30 02:22:52,META,MONGOLZ vs FURIA - EWC 2024 - Last Chance Stage - BO1 - MN cast,NEGATIVE,0.9492611885070801
361,2024-07-30 02:22:52,META,new #1 META LOADOUT in Warzone! 👑 (STG44 &amp; Superi 46),NEGATIVE,0.9877476692199707
362,2024-07-30 02:22:52,META,MONGOLZ vs G2 - EWC 2024 - Opening stage - BO3 - MN cast,NEGATIVE,0.9603762626647949
363,2024-07-30 02:22:52,META,NEW TOP 5 META LOADOUTS in Warzone Season 5! (Best Class Setups),POSITIVE,0.9970706701278687
364,2024-07-30 02:22:52,META,EXTREME MOVEMENT Meta loadouts on Warzone Rebirth Island,NEGATIVE,0.9901816248893738
365,2024-07-30 02:22:52,META,exposing BROKEN TIKTOK META LOADOUTS on Warzone Rebirth Island,NEGATIVE,0.9970104694366455
366,2024-07-30 02:22:52,META,TOP 10 *BROKEN* META Loadouts in Warzone Season 5,NEGATIVE,0.9931708574295044
367,2024-07-30 02:22:52,META,Meta &amp; The Cornerstones - Two Pockets (Official Video),NEGATIVE,0.9789116382598877
368,2024-07-30 02:22:52,META,Ask Meta Ai Anything Whatsapp Se Kaise Hataye | How To Remove Ask Meta Ai From Whatsapp 2024,NEGATIVE,0.9988226294517517
369,2024-07-30 02:22:52,META,*NEW* STG 44 is AMAZING on Rebirth Island (META),POSITIVE,0.9996274709701538
370,2024-07-30 02:22:52,TSLA,The 2025 Tesla Model Y Update Is HERE!,POSITIVE,0.9939488172531128
371,2024-07-30 02:22:52,TSLA,Tesla&#39;s New Leasing Prices Are Insane | July 2024 Lease Guide,NEGATIVE,0.9928805828094482
372,2024-07-30 02:22:52,TSLA,Tesla AI Investment SURGING Ahead of Robotaxi Launch,POSITIVE,0.986533522605896
373,2024-07-30 02:22:52,TSLA,BREAKING: Elon Musk Gives Updates On Tesla Bot,POSITIVE,0.9978231191635132
374,2024-07-30 02:22:52,TSLA,Over half of Tesla&#39;s traded In for Gas Cars in the United States,NEGATIVE,0.8053312301635742
375,2024-07-30 02:22:52,TSLA,Elon Musk&#39;s daughter speaks out against the controversial Tesla CEO,POSITIVE,0.8819838762283325
376,2024-07-30 02:22:52,TSLA,"🔥 BREAKING: TESLA HUGE RESISTANCE! TSLA, SPY, ES, NVDA, QQQ, AAPL, COIN, AMZN, &amp; META PREDICTIONS! 🚀",POSITIVE,0.9894174933433533
377,2024-07-30 02:22:52,TSLA,Expert issues fresh warning to investors on Tesla: ‘Steer clear’,POSITIVE,0.8832637667655945
378,2024-07-30 02:22:52,TSLA,The HARD Truth About Tesla Stock Investors Need to Know,NEGATIVE,0.996075451374054
379,2024-07-30 02:22:52,TSLA,"🔥 TESLA STOCK BULLISH CATALYST!!! TSLA, SPY, ES, NVDA, QQQ, AAPL, COIN, AMZN, &amp; META PREDICTIONS! 🚀",NEGATIVE,0.9900319576263428
380,2024-07-30 02:22:52,TSLA,"Elon Musk LEAKED The Truth About NEW Tesla Model 2 Time Release, Production Line &amp; Design!",NEGATIVE,0.9697086215019226
381,2024-07-30 02:22:52,TSLA,Tesla is building one of America&#39;s biggest battery factories for NEW EVs,POSITIVE,0.9895630478858948
382,2024-07-30 02:22:52,TSLA,This Week is MASSIVE for Tesla Stock.. (Full Breakdown),NEGATIVE,0.9957326054573059
383,2024-07-30 02:22:52,TSLA,Tesla Just Got The Kiss Of Death,NEGATIVE,0.989832878112793
384,2024-07-30 02:22:52,TSLA,Tesla FSD 12.5 Is Leaving Everyone SPEECHLESS,NEGATIVE,0.95500648021698
385,2024-07-30 02:22:52,TSLA,"🔥 TESLA STOCK MONDAY PREDICTION!! TSLA, SPY, ES, NVDA, QQQ, AAPL, COIN, AMZN, &amp; META PREDICTIONS! 🚀",NEGATIVE,0.9640186429023743
386,2024-07-30 02:22:52,TSLA,2025 Tesla CyberTruck - interior Exterior and Drive,POSITIVE,0.9927191734313965
387,2024-07-30 02:22:52,TSLA,What’s Next for Tesla ROBOTAXI | Warren Redlich,POSITIVE,0.9566013813018799
388,2024-07-30 02:22:52,TSLA,Why Tesla And Other EV Makers Are Betting Big On Gigacasting,NEGATIVE,0.9806267619132996
389,2024-07-30 02:22:52,TSLA,Tesla FSD 12.5 is a HUGE Leap Forward (First Impressions &amp; Highlights),POSITIVE,0.9996904134750366
390,2024-07-30 02:22:52,TSLA,No One Believes Tesla &amp; Elon Musk,NEGATIVE,0.998087465763092
391,2024-07-30 02:22:52,TSLA,How Do I Tow My Tesla Model 3 if the Battery Dies? 🤔🪫,NEGATIVE,0.9992560744285583
392,2024-07-30 02:22:52,TSLA,2024 Tesla Model 3 ASMR 🔥,POSITIVE,0.5142495036125183
393,2024-07-30 02:22:52,TSLA,What Do The 2024 Model 3 Highland Aero Wheels Look Like? 🤔😳,NEGATIVE,0.9936084747314453
394,2024-07-30 02:22:52,TSLA,The State of Tesla FSD (Mid-2024),NEGATIVE,0.9740238785743713
395,2024-07-30 02:22:52,TSLA,Tesla FSD 12.5 is Smooth as Hell,NEGATIVE,0.9341273903846741
396,2024-07-30 02:22:52,TSLA,2024 Tesla Model X PLAID: POV review &amp; top speed badge UNLOCKED!,POSITIVE,0.9913331866264343
397,2024-07-30 02:22:52,TSLA,🔴Live Tesla &amp; Apple Signals | Free 5m Chart TSLA AAPL Stock Trading Analysis &amp; Prediction,NEGATIVE,0.9930419921875
398,2024-07-30 02:22:52,TSLA,Did you know you can unlock a tesla with your voice?? 😳👀,NEGATIVE,0.9843817353248596
